ID,NON,n0,n1,n2,n3,n4,n5,n6,n7
2793,8,21788,18410,21789,37963,37964,21792,37966,37967
2794,8,21790,37963,21789,2790,37965,37967,37966,12464
2795,8,12421,21792,37964,21791,12464,37966,37967,37965
2796,8,12291,21793,37968,12336,12351,37969,37971,12401
2797,8,21793,18903,21794,37968,37969,21795,37970,37971
2798,8,12336,37968,21794,2766,12401,37971,37970,2767
2799,8,2768,21795,37969,12351,2767,37970,37971,12401
2800,8,10968,10987,11005,10989,21796,37972,37974,37973
2801,8,10987,2470,10972,11005,37972,19218,35095,37974
2802,8,10989,11005,10972,10967,37973,37974,35095,19219
2803,8,18308,19218,37972,21796,19219,35095,37974,37973
2804,8,18626,21797,37975,21799,21235,37976,37979,37977
2805,8,21797,18736,21798,37975,37976,21801,37978,37979
2806,8,21799,37975,21798,18623,37977,37979,37978,21800
2807,8,18622,21801,37976,21235,21800,37978,37979,37977
2808,8,18517,19126,37980,21245,19131,35005,37983,37981
2809,8,19126,14413,21802,37980,35005,19129,37982,37983
2810,8,21245,37980,21802,18129,37981,37983,37982,19195
2811,8,18481,19129,35005,19131,19195,37982,37983,37981
2812,8,3006,19085,34960,19088,3005,37984,37986,37985
2813,8,19085,15094,15102,34960,37984,15099,15112,37986
2814,8,19088,34960,15102,3408,37985,37986,15112,3409
2815,8,203,15099,37984,3005,3409,15112,37986,37985
2816,8,17744,21803,37987,21805,21806,37988,37991,37989
2817,8,21803,17755,21804,37987,37988,21808,37990,37991
2818,8,21805,37987,21804,17743,37989,37991,37990,21807
2819,8,17753,21808,37988,21806,21807,37990,37991,37989
2820,8,17647,21749,37992,21810,21753,37916,37995,37993
2821,8,21749,17645,21809,37992,37916,21256,37994,37995
2822,8,21810,37992,21809,18600,37993,37995,37994,21811
2823,8,17652,21256,37916,21753,21811,37994,37995,37993
2824,8,18195,21812,37996,21814,21815,37997,38000,37998
2825,8,21812,2479,21813,37996,37997,11035,37999,38000
2826,8,21814,37996,21813,18191,37998,38000,37999,21816
2827,8,2476,11035,37997,21815,21816,37999,38000,37998
2828,8,18240,21817,38001,21819,21820,38002,38005,38003
2829,8,21817,18219,21818,38001,38002,21822,38004,38005
2830,8,21819,38001,21818,18217,38003,38005,38004,21821
2831,8,18954,21822,38002,21820,21821,38004,38005,38003
2832,8,17740,21823,38006,21824,21825,38007,38009,38008
2833,8,21823,1767,15517,38006,38007,1766,15549,38009
2834,8,21824,38006,15517,15503,38008,38009,15549,15518
2835,8,1765,1766,38007,21825,15518,15549,38009,38008
2836,8,17819,21826,38010,21828,21829,38011,38014,38012
2837,8,21826,18630,21827,38010,38011,21831,38013,38014
2838,8,21828,38010,21827,17818,38012,38014,38013,21830
2839,8,18796,21831,38011,21829,21830,38013,38014,38012
2840,8,18058,21832,38015,21834,21223,38016,38019,38017
2841,8,21832,2085,21833,38015,38016,9714,38018,38019
2842,8,21834,38015,21833,17754,38017,38019,38018,21835
2843,8,2055,9714,38016,21223,21835,38018,38019,38017
2844,8,18767,20310,36284,20311,21836,38020,38023,38021
2845,8,20310,18612,20312,36284,38020,21838,38022,38023
2846,8,20311,36284,20312,17949,38021,38023,38022,21837
2847,8,18788,21838,38020,21836,21837,38022,38023,38021
2848,8,17755,21839,38024,21804,21841,38025,38028,38026
2849,8,21839,8739,21840,38024,38025,8751,38027,38028
2850,8,21804,38024,21840,17743,38026,38028,38027,21842
2851,8,8732,8751,38025,21841,21842,38027,38028,38026
2852,8,18220,19348,38029,20997,19352,35235,38032,38030
2853,8,19348,18234,18995,38029,35235,19351,38031,38032
2854,8,20997,38029,18995,18218,38030,38032,38031,21843
2855,8,2326,19351,35235,19352,21843,38031,38032,38030
2856,8,18355,21844,38033,21845,21846,38034,38037,38035
2857,8,21844,18276,21472,38033,38034,21848,38036,38037
2858,8,21845,38033,21472,18380,38035,38037,38036,21847
2859,8,18348,21848,38034,21846,21847,38036,38037,38035
2860,8,18899,21849,38038,21851,21852,38039,38042,38040
2861,8,21849,18395,21850,38038,38039,21854,38041,38042
2862,8,21851,38038,21850,18390,38040,38042,38041,21853
2863,8,2737,21854,38039,21852,21853,38041,38042,38040
2864,8,17755,21841,38026,21804,21855,38043,38046,38044
2865,8,21841,8732,21842,38026,38043,8753,38045,38046
2866,8,21804,38026,21842,17743,38044,38046,38045,21856
2867,8,8740,8753,38043,21855,21856,38045,38046,38044
2868,8,17743,21857,38047,21856,19738,38048,38050,38049
2869,8,21857,1646,8755,38047,38048,8757,8834,38050
2870,8,21856,38047,8755,8740,38049,38050,8834,8756
2871,8,8736,8757,38048,19738,8756,8834,38050,38049
2872,8,5817,21858,38051,5885,5900,38052,38054,5961
2873,8,21858,17838,21859,38051,38052,21860,38053,38054
2874,8,5885,38051,21859,5812,5961,38054,38053,5830
2875,8,928,21860,38052,5900,5830,38053,38054,5961
2876,8,18267,21861,38055,21863,21864,38056,38059,38057
2877,8,21861,18274,21862,38055,38056,21866,38058,38059
2878,8,21863,38055,21862,18246,38057,38059,38058,21865
2879,8,18381,21866,38056,21864,21865,38058,38059,38057
2880,8,18910,21867,38060,21869,21870,38061,38064,38062
2881,8,21867,18858,21868,38060,38061,21871,38063,38064
2882,8,21869,38060,21868,18224,38062,38064,38063,20139
2883,8,18127,21871,38061,21870,20139,38063,38064,38062
2884,8,17755,21872,38065,21873,20873,38066,38068,38067
2885,8,21872,9751,9758,38065,38066,9753,9816,38068
2886,8,21873,38065,9758,2097,38067,38068,9816,2096
2887,8,2095,9753,38066,20873,2096,9816,38068,38067
2888,8,3566,21874,38069,21875,21876,38070,38073,38071
2889,8,21874,18591,20297,38069,38070,21877,38072,38073
2890,8,21875,38069,20297,17949,38071,38073,38072,21837
2891,8,18788,21877,38070,21876,21837,38072,38073,38071
2892,8,18876,21878,38074,19363,21879,38075,38078,38076
2893,8,21878,18878,19484,38074,38075,21881,38077,38078
2894,8,19363,38074,19484,18898,38076,38078,38077,21880
2895,8,18950,21881,38075,21879,21880,38077,38078,38076
2896,8,17704,19538,38079,21883,21884,38080,38083,38081
2897,8,19538,17706,21882,38079,38080,21163,38082,38083
2898,8,21883,38079,21882,17696,38081,38083,38082,21885
2899,8,17685,21163,38080,21884,21885,38082,38083,38081
2900,8,18634,20674,38084,21887,20677,36684,38087,38085
2901,8,20674,18635,21886,38084,36684,20678,38086,38087
2902,8,21887,38084,21886,17994,38085,38087,38086,21888
2903,8,17993,20678,36684,20677,21888,38086,38087,38085
2904,8,18429,21889,38088,21890,19159,38089,38092,38090
2905,8,21889,13133,13141,38088,38089,21892,38091,38092
2906,8,21890,38088,13141,13136,38090,38092,38091,21891
2907,8,18422,21892,38089,19159,21891,38091,38092,38090
2908,8,11755,21893,38093,11760,11757,38094,38096,11768
2909,8,21893,18359,20270,38093,38094,21894,38095,38096
2910,8,11760,38093,20270,2670,11768,38096,38095,11756
2911,8,2673,21894,38094,11757,11756,38095,38096,11768
2912,8,1010,6299,38097,21896,6286,6323,38100,38098
2913,8,6299,1033,21895,38097,6323,1032,38099,38100
2914,8,21896,38097,21895,17883,38098,38100,38099,21897
2915,8,1031,1032,6323,6286,21897,38099,38100,38098
2916,8,18462,21898,38101,21900,21901,38102,38105,38103
2917,8,21898,18460,21899,38101,38102,21903,38104,38105
2918,8,21900,38101,21899,3030,38103,38105,38104,21902
2919,8,18304,21903,38102,21901,21902,38104,38105,38103
2920,8,18300,21904,38106,21905,21906,38107,38109,38108
2921,8,21904,3042,3041,38106,38107,13797,13831,38109
2922,8,21905,38106,3041,3040,38108,38109,13831,13814
2923,8,13791,13797,38107,21906,13814,13831,38109,38108
2924,8,2247,10130,38110,21908,2246,10175,38113,38111
2925,8,10130,10123,21907,38110,10175,10135,38112,38113
2926,8,21908,38110,21907,18172,38111,38113,38112,21909
2927,8,2245,10135,10175,2246,21909,38112,38113,38111
2928,8,18729,21910,38114,18981,21912,38115,38118,38116
2929,8,21910,17552,21911,38114,38115,21914,38117,38118
2930,8,18981,38114,21911,18796,38116,38118,38117,21913
2931,8,18736,21914,38115,21912,21913,38117,38118,38116
2932,8,18145,21220,38119,21915,21916,38120,38123,38121
2933,8,21220,18058,20946,38119,38120,21918,38122,38123
2934,8,21915,38119,20946,17756,38121,38123,38122,21917
2935,8,17752,21918,38120,21916,21917,38122,38123,38121
2936,8,2053,9712,38124,21920,21921,38125,38128,38126
2937,8,9712,2087,21919,38124,38125,21923,38127,38128
2938,8,21920,38124,21919,17754,38126,38128,38127,21922
2939,8,17753,21923,38125,21921,21922,38127,38128,38126
2940,8,18395,21849,38129,21925,21854,38039,38132,38130
2941,8,21849,18899,21924,38129,38039,21852,38131,38132
2942,8,21925,38129,21924,12101,38130,38132,38131,12106
2943,8,2737,21852,38039,21854,12106,38131,38132,38130
2944,8,2883,12840,38133,19319,19318,38134,38135,35202
2945,8,12840,2878,19161,38133,38134,19157,35039,38135
2946,8,19319,38133,19161,18422,35202,38135,35039,19160
2947,8,18428,19157,38134,19318,19160,35039,38135,35202
2948,8,18287,21926,38136,21928,21929,38137,38140,38138
2949,8,21926,18879,21927,38136,38137,21931,38139,38140
2950,8,21928,38136,21927,2783,38138,38140,38139,21930
2951,8,18405,21931,38137,21929,21930,38139,38140,38138
2952,8,18421,21932,38141,21934,21935,38142,38145,38143
2953,8,21932,18420,21933,38141,38142,21937,38144,38145
2954,8,21934,38141,21933,18419,38143,38145,38144,21936
2955,8,18422,21937,38142,21935,21936,38144,38145,38143
2956,8,2272,21938,38146,21940,10295,38147,38150,38148
2957,8,21938,18212,21939,38146,38147,21942,38149,38150
2958,8,21940,38146,21939,18214,38148,38150,38149,21941
2959,8,10281,21942,38147,10295,21941,38149,38150,38148
2960,8,18396,21943,38151,21944,21945,38152,38154,38153
2961,8,21943,2747,12172,38151,38152,12178,12239,38154
2962,8,21944,38151,12172,12137,38153,38154,12239,12177
2963,8,12146,12178,38152,21945,12177,12239,38154,38153
2964,8,18267,21946,38155,21948,21949,38156,38159,38157
2965,8,21946,18281,21947,38155,38156,21951,38158,38159
2966,8,21948,38155,21947,18268,38157,38159,38158,21950
2967,8,18291,21951,38156,21949,21950,38158,38159,38157
2968,8,18530,21952,38160,21953,21954,38161,38164,38162
2969,8,21952,18074,21385,38160,38161,21956,38163,38164
2970,8,21953,38160,21385,18085,38162,38164,38163,21955
2971,8,1951,21956,38161,21954,21955,38163,38164,38162
2972,8,18032,21957,38165,21958,21959,38166,38169,38167
2973,8,21957,18033,19513,38165,38166,21961,38168,38169
2974,8,21958,38165,19513,17740,38167,38169,38168,21960
2975,8,18031,21961,38166,21959,21960,38168,38169,38167
2976,8,18273,21962,38170,21964,21699,38171,38174,38172
2977,8,21962,18870,21963,38170,38171,21966,38173,38174
2978,8,21964,38170,21963,18290,38172,38174,38173,21965
2979,8,18282,21966,38171,21699,21965,38173,38174,38172
2980,8,17617,21967,38175,21969,21970,38176,38179,38177
2981,8,21967,18596,21968,38175,38176,21972,38178,38179
2982,8,21969,38175,21968,18606,38177,38179,38178,21971
2983,8,18756,21972,38176,21970,21971,38178,38179,38177
2984,8,17739,21973,38180,21975,21976,38181,38184,38182
2985,8,21973,17735,21974,38180,38181,21978,38183,38184
2986,8,21975,38180,21974,1542,38182,38184,38183,21977
2987,8,17742,21978,38181,21976,21977,38183,38184,38182
2988,8,10567,10600,38185,21980,21981,38186,38189,38187
2989,8,10600,10559,21979,38185,38186,21983,38188,38189
2990,8,21980,38185,21979,18252,38187,38189,38188,21982
2991,8,18249,21983,38186,21981,21982,38188,38189,38187
2992,8,17739,19510,35417,19514,21984,38190,38192,38191
2993,8,19510,18033,19513,35417,38190,21957,38165,38192
2994,8,19514,35417,19513,17740,38191,38192,38165,21958
2995,8,18032,21957,38190,21984,21958,38165,38192,38191
2996,8,18021,21985,38193,21986,21987,38194,38196,38195
2997,8,21985,1459,8114,38193,38194,8110,8132,38196
2998,8,21986,38193,8114,1225,38195,38196,8132,1224
2999,8,1223,8110,38194,21987,1224,8132,38196,38195
3000,8,18078,21988,38197,21990,20373,38198,38201,38199
3001,8,21988,18061,21989,38197,38198,21991,38200,38201
3002,8,21990,38197,21989,18081,38199,38201,38200,21388
3003,8,18082,21991,38198,20373,21388,38200,38201,38199
3004,8,18309,21992,38202,21993,21994,38203,38205,38204
3005,8,21992,2491,11026,38202,38203,11053,11080,38205
3006,8,21993,38202,11026,11020,38204,38205,11080,11048
3007,8,11019,11053,38203,21994,11048,11080,38205,38204
3008,8,11244,21995,38206,11247,11256,38207,38209,11273
3009,8,21995,18332,21996,38206,38207,21997,38208,38209
3010,8,11247,38206,21996,11242,11273,38209,38208,11257
3011,8,2531,21997,38207,11256,11257,38208,38209,11273
3012,8,17747,21998,38210,22000,22001,38211,38214,38212
3013,8,21998,17746,21999,38210,38211,22003,38213,38214
3014,8,22000,38210,21999,17733,38212,38214,38213,22002
3015,8,17766,22003,38211,22001,22002,38213,38214,38212
3016,8,18188,22004,38215,22005,22006,38216,38218,38217
3017,8,22004,11089,11115,38215,38216,11114,11147,38218
3018,8,22005,38215,11115,2265,38217,38218,11147,2264
3019,8,2263,11114,38216,22006,2264,11147,38218,38217
3020,8,121,14783,14807,2045,22007,38219,38222,38220
3021,8,14783,14766,14785,14807,38219,22009,38221,38222
3022,8,2045,14807,14785,2046,38220,38222,38221,22008
3023,8,18540,22009,38219,22007,22008,38221,38222,38220
3024,8,17770,22010,38223,22011,21156,38224,38226,38225
3025,8,22010,17746,22003,38223,38224,21999,38213,38226
3026,8,22011,38223,22003,17766,38225,38226,38213,22002
3027,8,17733,21999,38224,21156,22002,38213,38226,38225
3028,8,17749,20979,38227,22012,21761,37932,38229,38228
3029,8,20979,17770,22011,38227,37932,21156,38225,38229
3030,8,22012,38227,22011,17766,38228,38229,38225,22002
3031,8,17733,21156,37932,21761,22002,38225,38229,38228
3032,8,1551,1552,38230,22014,8399,8450,38233,38231
3033,8,1552,1553,22013,38230,8450,8398,38232,38233
3034,8,22014,38230,22013,17762,38231,38233,38232,22015
3035,8,8324,8398,8450,8399,22015,38232,38233,38231
3036,8,11175,11189,11219,11191,22016,38234,38237,38235
3037,8,11189,11176,11190,11219,38234,22018,38236,38237
3038,8,11191,11219,11190,11172,38235,38237,38236,22017
3039,8,18202,22018,38234,22016,22017,38236,38237,38235
3040,8,18947,22019,38238,22021,22022,38239,38242,38240
3041,8,22019,18244,22020,38238,38239,22024,38241,38242
3042,8,22021,38238,22020,18193,38240,38242,38241,22023
3043,8,18239,22024,38239,22022,22023,38241,38242,38240
3044,8,11525,22025,38243,22027,11530,38244,38247,38245
3045,8,22025,18377,22026,38243,38244,22029,38246,38247
3046,8,22027,38243,22026,18347,38245,38247,38246,22028
3047,8,2592,22029,38244,11530,22028,38246,38247,38245
3048,8,351,22030,38248,22031,350,38249,38252,38250
3049,8,22030,17517,20161,38248,38249,22033,38251,38252
3050,8,22031,38248,20161,17528,38250,38252,38251,22032
3051,8,14,22033,38249,350,22032,38251,38252,38250
3052,8,147,2431,38253,22035,2423,10891,38256,38254
3053,8,2431,2432,22034,38253,10891,10879,38255,38256
3054,8,22035,38253,22034,18290,38254,38256,38255,22036
3055,8,2424,10879,10891,2423,22036,38255,38256,38254
3056,8,18770,22037,38257,22039,22040,38258,38261,38259
3057,8,22037,17967,22038,38257,38258,22042,38260,38261
3058,8,22039,38257,22038,73,38259,38261,38260,22041
3059,8,17675,22042,38258,22040,22041,38260,38261,38259
3060,8,18296,22043,38262,22044,22045,38263,38265,38264
3061,8,22043,2443,13214,38262,38263,13216,13221,38265
3062,8,22044,38262,13214,13208,38264,38265,13221,13215
3063,8,2708,13216,38263,22045,13215,13221,38265,38264
3064,8,14135,14146,38266,22047,14152,14173,38269,38267
3065,8,14146,3091,22046,38266,14173,3090,38268,38269
3066,8,22047,38266,22046,18483,38267,38269,38268,22048
3067,8,111,3090,14173,14152,22048,38268,38269,38267
3068,8,17709,22049,38270,20066,22050,38271,38274,38272
3069,8,22049,17712,20328,38270,38271,22052,38273,38274
3070,8,20066,38270,20328,17708,38272,38274,38273,22051
3071,8,17786,22052,38271,22050,22051,38273,38274,38272
3072,8,2688,22053,38275,22055,2687,38276,38279,38277
3073,8,22053,18375,22054,38275,38276,22057,38278,38279
3074,8,22055,38275,22054,18346,38277,38279,38278,22056
3075,8,178,22057,38276,2687,22056,38278,38279,38277
3076,8,1225,8114,38193,21986,8116,8134,38282,38280
3077,8,8114,1459,21985,38193,8134,1458,38281,38282
3078,8,21986,38193,21985,18021,38280,38282,38281,22058
3079,8,1457,1458,8134,8116,22058,38281,38282,38280
3080,8,17711,22059,38283,22060,20340,38284,38286,38285
3081,8,22059,3528,3527,38283,38284,15600,15628,38286
3082,8,22060,38283,3527,3526,38285,38286,15628,15597
3083,8,3507,15600,38284,20340,15597,15628,38286,38285
3084,8,3621,15780,38287,22062,21655,38288,38291,38289
3085,8,15780,3530,22061,38287,38288,22063,38290,38291
3086,8,22062,38287,22061,18022,38289,38291,38290,19579
3087,8,18577,22063,38288,21655,19579,38290,38291,38289
3088,8,12825,12837,12861,12835,22064,38292,38295,38293
3089,8,12837,2885,12836,12861,38292,22065,38294,38295
3090,8,12835,12861,12836,12829,38293,38295,38294,21653
3091,8,18424,22065,38292,22064,21653,38294,38295,38293
3092,8,18447,22066,38296,22068,22069,38297,38300,38298
3093,8,22066,18452,22067,38296,38297,22071,38299,38300
3094,8,22068,38296,22067,18853,38298,38300,38299,22070
3095,8,18180,22071,38297,22069,22070,38299,38300,38298
3096,8,18933,20917,38301,22073,21175,37273,38304,38302
3097,8,20917,17987,22072,38301,37273,21174,38303,38304
3098,8,22073,38301,22072,17993,38302,38304,38303,22074
3099,8,81,21174,37273,21175,22074,38303,38304,38302
3100,8,3623,3624,15850,15825,22075,38305,38308,38306
3101,8,3624,3625,15824,15850,38305,21611,38307,38308
3102,8,15825,15850,15824,1198,38306,38308,38307,22076
3103,8,17961,21611,38305,22075,22076,38307,38308,38306
3104,8,18443,22077,38309,22079,22080,38310,38313,38311
3105,8,22077,18448,22078,38309,38310,22081,38312,38313
3106,8,22079,38309,22078,2943,38311,38313,38312,2944
3107,8,2945,22081,38310,22080,2944,38312,38313,38311
3108,8,5821,22082,38314,21588,22084,38315,38318,38316
3109,8,22082,17819,22083,38314,38315,20171,38317,38318
3110,8,21588,38314,22083,17828,38316,38318,38317,22085
3111,8,18798,20171,38315,22084,22085,38317,38318,38316
3112,8,18254,22086,38319,22088,22089,38320,38323,38321
3113,8,22086,2358,22087,38319,38320,10595,38322,38323
3114,8,22088,38319,22087,18246,38321,38323,38322,22090
3115,8,10564,10595,38320,22089,22090,38322,38323,38321
3116,8,2358,2357,38324,22086,10690,10719,38326,38325
3117,8,2357,2356,20814,38324,10719,10671,36877,38326
3118,8,22086,38324,20814,18254,38325,38326,36877,20815
3119,8,10661,10671,10719,10690,20815,36877,38326,38325
3120,8,3665,3666,38327,19584,16179,16276,38330,38328
3121,8,3666,3667,22091,38327,16276,16182,38329,38330
3122,8,19584,38327,22091,18601,38328,38330,38329,21371
3123,8,16165,16182,16276,16179,21371,38329,38330,38328
3124,8,18766,22092,38331,22094,22095,38332,38335,38333
3125,8,22092,17637,22093,38331,38332,22097,38334,38335
3126,8,22094,38331,22093,18788,38333,38335,38334,22096
3127,8,18765,22097,38332,22095,22096,38334,38335,38333
3128,8,18903,22098,38336,21794,21795,38337,38338,37970
3129,8,22098,12141,12216,38336,38337,12215,12266,38338
3130,8,21794,38336,12216,2766,37970,38338,12266,2767
3131,8,2768,12215,38337,21795,2767,12266,38338,37970
3132,8,16160,20182,38339,16193,16172,38340,38342,16281
3133,8,20182,18615,22099,38339,38340,22100,38341,38342
3134,8,16193,38339,22099,16161,16281,38342,38341,16228
3135,8,3673,22100,38340,16172,16228,38341,38342,16281
3136,8,541,542,4771,4737,22101,38343,38346,38344
3137,8,542,543,4738,4771,38343,22103,38345,38346
3138,8,4737,4771,4738,561,38344,38346,38345,22102
3139,8,17653,22103,38343,22101,22102,38345,38346,38344
3140,8,18591,22104,38347,22106,22107,38348,38351,38349
